4.95348467e-01 3.57029632e-02 6.56240884e-01 2.93835368e-01 3.67990462e-01 1.79963217e-02 3.51133603e-01 9.25326101e-01 7.66678836e-02 2.87385072e-01
9.82318306e-02 7.96275393e-01 1.57046933e-01 9.20320937e-01 1.86979286e-01 2.22988857e-01 7.02572674e-02 6.40186810e-01 9.99349190e-01 1.35218590e-01
3.18282853e-01 6.03750854e-01 3.53809981e-01 5.68997352e-01 8.68188720e-01 9.93136027e-01 9.45223296e-01 8.26030362e-01 3.50817547e-01 6.68775338e-01
2.85461518e-01 6.70911144e-01 3.24927192e-01 3.33020050e-01 4.60970653e-01 7.94811506e-01 7.12037281e-01 7.88062450e-01 7.92438278e-01 8.23178078e-01
9.35732519e-01 6.30006957e-01 1.11520568e-01 5.89855010e-01 2.31554138e-01 2.83338575e-01 6.24745020e-02 1.71160728e-01 8.14563214e-01 2.48305815e-02
7.32603054e-01 2.23994221e-01 4.69556014e-01 1.89366437e-01 5.50351818e-01 7.04587542e-01 6.61108722e-01 3.70439672e-01 9.41966701e-01 1.48160613e-02
8.40106826e-01 7.93574855e-02 2.96078560e-01 3.32084559e-01 7.19298269e-01 9.46852447e-01 8.69792391e-02 1.67641352e-01 2.65824594e-01 3.76606090e-01
2.98480935e-01 6.45287902e-02 7.38537818e-01 1.58600727e-01 1.10090247e-01 8.53712551e-01 7.35625925e-01 4.44117461e-01 4.11390870e-01 7.29410280e-01
5.56571633e-01 1.40150428e-02 7.53155207e-01 3.10419453e-01 7.67476872e-01 8.65905374e-01 6.78090013e-01 1.61018825e-01 9.88488195e-01 4.71872242e-01
4.68433717e-01 5.33424061e-01 1.50249969e-01 6.47152815e-01 5.50364768e-01 3.89875598e-01 1.19183134e-03 3.73700622e-01 6.67941087e-01 4.71877600e-01
9.96658893e-01 3.04555575e-01 6.46515114e-01 9.14110901e-01 4.04721775e-01 3.04859847e-01 2.68628059e-01 5.22684947e-01 8.34095235e-01 8.65295634e-01
8.84326020e-01 2.48052242e-02 7.36470859e-02 6.98199183e-01 4.91103347e-01 1.66063506e-01 6.96167987e-01 5.95198024e-01 3.19371350e-01 8.11943311e-01
7.04732995e-01 9.95154532e-02 9.86175267e-01 4.44541339e-01 4.83604089e-01 9.31523381e-02 6.78766891e-02 4.56792289e-01 6.27457952e-01 8.01681788e-01
5.31991652e-01 4.52090921e-01 3.34858248e-01 9.85453240e-01 1.99485022e-01 8.69721851e-01 3.87181490e-01 9.52282200e-01 6.26333746e-01 9.77044708e-01
1.87469373e-01 2.23934788e-01 8.69691731e-01 7.15424796e-01 9.31199394e-01 2.96472566e-01 7.71364914e-01 6.21208068e-01 4.76767496e-02 3.15393310e-01
2.90637862e-01 5.65335928e-01 3.93949373e-01 7.07081750e-01 4.51325921e-01 5.13621367e-01 6.99779295e-01 7.00235882e-01 1.67477819e-01 3.75685568e-01
8.24829492e-01 8.57807233e-01 6.70333991e-01 6.27363837e-01 8.50464677e-01 8.07540016e-01 1.99677145e-01 5.26407906e-01 3.84650812e-01 5.16317289e-01
9.83632321e-01 4.92044307e-01 5.12878410e-01 1.50675720e-01 9.77385380e-01 4.73259055e-01 4.96358178e-01 7.90215427e-01 3.17355394e-01 2.49913134e-01
2.62282271e-01 1.95623803e-01 2.50340875e-01 8.69855164e-01 1.73524535e-01 1.46298104e-02 7.93490275e-02 7.55468949e-02 2.65823513e-02 1.52830182e-01
6.43763208e-01 5.57619031e-01 4.61547543e-01 2.29740252e-01 8.19085403e-01 9.84526407e-01 7.38576679e-01 1.52363120e-01 8.26742977e-02 8.53082178e-01
4.43259844e-01 4.63626261e-01 8.13429939e-02 4.61218568e-01 9.34267268e-01 3.88019452e-01 5.25954797e-01 2.85116868e-01 4.93301142e-01 2.67491339e-01
6.05682482e-01 4.41991241e-01 1.09703744e-01 1.04024284e-01 2.97007217e-01 9.05428295e-01 6.40221119e-01 5.29796016e-01 7.76026431e-01 7.04442679e-01
5.40101311e-01 1.62166564e-01 2.32662735e-01 5.60795150e-01 5.70341105e-01 6.94019513e-02 1.17911250e-01 7.54159131e-01 3.52237326e-01 1.50163434e-01
2.66832656e-01 3.55092765e-01 8.98992485e-01 5.69653043e-01 1.76939026e-01 3.14654217e-01 7.58026844e-02 1.98801130e-01 1.11071838e-01 7.53620706e-02
7.08774567e-01 9.08916234e-01 8.44968354e-01 8.86388087e-01 2.29212221e-01 2.80668009e-01 9.03109878e-01 5.50623385e-01 9.60752904e-01 9.35652860e-01
2.14866985e-01 3.70576465e-01 1.72625984e-01 4.03666672e-01 9.35305838e-02 7.55563751e-02 3.57452727e-01 8.19825444e-02 8.24438386e-01 4.00213665e-01
6.95195644e-01 6.88007363e-01 2.42784628e-02 6.38205120e-01 8.90727535e-01 6.03914431e-01 5.59215593e-01 9.71655385e-01 5.10319804e-01 9.25264760e-01
